path_0,0 41,41 35,35 18,18 21,21 48,48 32,32 8,8 43,43 39,39 20,20 38,38 40,40 3,3 11,11 15,15 17,17 7,7 46,46 30,30 28,28 34,34 6,6 31,31 1,1 36,36 10,10 37,37 5,5 27,27 23,23 4,4 44,44 49,49 22,22 12,12 47,47 24,24 26,26 45,45 2,2 42,42 14,14 16,16 33,33 25,25 29,29 19,19 9,9 13,0 33
path_15,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_16,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 20,20 48,48 32,32 8,8 43,43 39,39 38,38 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_17,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_18,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_19,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 40,40 28,28 48,48 32,32 8,8 43,43 39,39 20,0 801
path_20,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 5,5 36,36 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_21,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_22,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,32 225
path_23,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 34,34 27,27 23,23 4,4 10,10 37,37 36,36 5,5 1,1 31,31 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_24,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 5,5 36,36 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_25,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_26,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_27,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,24 38,0 801
path_28,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,24 35,35 41,0 801
path_29,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 35,35 41,0 801
path_30,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_31,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_32,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 34,34 27,27 23,23 4,4 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 35,35 41,41 31,31 1,1 36,36 5,5 37,37 10,0 801
path_33,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,24 35,35 41,0 801
path_34,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_35,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 34,34 27,27 23,23 4,4 10,10 37,37 36,36 1,1 5,5 31,31 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,24 35,35 41,0 801
path_36,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_37,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 34,34 27,27 23,23 4,4 10,10 37,37 36,36 1,1 5,5 31,31 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_38,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,24 35,35 41,0 801
path_39,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_40,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,24 38,0 801
path_41,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,24 38,0 801
path_42,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_43,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_44,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 5,5 1,1 36,36 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_45,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_46,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_47,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 38,38 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,0 801
path_48,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 35,35 41,0 801
path_49,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_50,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_51,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_52,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_53,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_54,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_55,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 35,35 41,0 801
path_56,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_57,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_58,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,24 35,35 41,0 801
path_59,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_60,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 34,34 27,27 23,23 4,4 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 10,10 37,37 36,36 1,1 31,31 5,0 801
path_61,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_62,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
path_63,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,0 801
path_64,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 44,44 49,49 12,12 22,22 47,47 24,24 2,2 26,26 45,45 42,42 14,14 38,38 20,20 48,48 32,32 8,8 43,43 39,39 40,40 28,28 35,35 41,0 801
path_65,0 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 35,35 41,41 6,6 31,31 1,1 5,5 36,36 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 44,44 49,49 12,12 22,22 47,47 24,0 801
path_66,0 41,41 35,35 13,13 9,9 19,19 33,33 16,16 25,25 29,29 46,46 7,7 17,17 15,15 11,11 3,3 30,30 21,21 18,18 6,6 31,31 1,1 36,36 5,5 37,37 10,10 23,23 4,4 27,27 34,34 28,28 40,40 38,38 20,20 48,48 32,32 8,8 43,43 39,39 42,42 14,14 45,45 26,26 2,2 22,22 12,12 49,49 44,44 47,47 24,0 801
